gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Predicted,Churn_Probability,Risk_Segment,Retention_Offer,Priority_Score,Communication_Channel,Channel_Cost,Channel_Effectiveness,Channel_Score,Test_Group
0,0.0,0,0,-1.2367243,1,0,1,0,0,2,0,0,2,0,0,3,0.7125223,-0.92852765,1,1,0.7774,High Risk,Upgrade to 2-year contract with 20% discount,77.7,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.1145631,1,2,1,0,2,2,0,2,2,0,1,3,1.3074456,-0.7681822,1,1,0.7766,High Risk,Upgrade to 2-year contract with 20% discount,77.7,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.1960039,1,2,1,0,0,2,0,2,0,0,1,2,0.8737166,-0.87978834,1,1,0.7771,High Risk,Upgrade to 2-year contract with 20% discount,77.7,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.18407086,-0.9763841,1,1,0.7766,High Risk,Upgrade to 2-year contract with 20% discount,77.7,Call,5.0,0.45,4,Control
1,0.0,1,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.17410007,-0.97651654,1,1,0.7762,High Risk,Upgrade to 2-year contract with 20% discount,77.6,Call,5.0,0.45,4,Treatment
1,0.0,1,0,-0.91096133,1,0,1,0,2,0,2,2,2,0,1,2,1.1661929,-0.56995785,1,1,0.7765,High Risk,Upgrade to 2-year contract with 20% discount,77.6,Call,5.0,0.45,4,Treatment
0,0.0,1,0,-0.8702409,1,2,1,2,0,0,2,2,0,0,1,1,1.0448817,-0.46790978,1,1,0.7752,High Risk,Upgrade to 2-year contract with 20% discount,77.5,Call,5.0,0.45,4,Treatment
0,0.0,0,1,-0.8295206,1,2,1,0,0,0,0,2,0,0,1,2,0.64106506,-0.58070785,0,1,0.7753,High Risk,Upgrade to 2-year contract with 20% discount,77.5,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-0.78880024,1,2,1,2,0,0,0,2,2,0,1,3,1.1096917,-0.46428964,1,1,0.7742,High Risk,Upgrade to 2-year contract with 20% discount,77.4,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.1960039,1,0,1,0,0,0,0,2,2,0,1,2,0.8205391,-0.9012663,1,1,0.7726,High Risk,Upgrade to 2-year contract with 20% discount,77.3,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.17742367,-0.9764724,1,1,0.7721,High Risk,Upgrade to 2-year contract with 20% discount,77.2,Call,5.0,0.45,4,Control
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.17908546,-0.9764503,1,1,0.7721,High Risk,Upgrade to 2-year contract with 20% discount,77.2,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.18240906,-0.97640616,1,1,0.7721,High Risk,Upgrade to 2-year contract with 20% discount,77.2,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.18074726,-0.9764282,0,1,0.7721,High Risk,Upgrade to 2-year contract with 20% discount,77.2,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.17742367,-0.9764724,1,1,0.7721,High Risk,Upgrade to 2-year contract with 20% discount,77.2,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-0.30015585,1,2,1,0,2,0,0,2,2,0,0,2,1.1794872,0.046723157,1,1,0.7724,High Risk,Upgrade to 2-year contract with 20% discount,77.2,Call,5.0,0.45,4,Control
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.18240906,-0.97640616,0,1,0.7721,High Risk,Upgrade to 2-year contract with 20% discount,77.2,Call,5.0,0.45,4,Treatment
1,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,2,2,0,1,3,0.81056833,-0.96806216,1,1,0.7711,High Risk,Upgrade to 2-year contract with 20% discount,77.1,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-0.74807984,1,2,1,0,2,0,0,2,2,0,1,2,1.189458,-0.38248345,1,1,0.771,High Risk,Upgrade to 2-year contract with 20% discount,77.1,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-0.8295206,1,2,1,0,0,0,0,0,2,0,0,2,0.7241549,-0.5364054,0,1,0.7708,High Risk,Upgrade to 2-year contract with 20% discount,77.1,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.17243828,-0.9765386,1,1,0.7696,High Risk,Upgrade to 2-year contract with 20% discount,77.0,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2367243,0,2,0,0,0,0,0,0,0,0,0,2,-0.5105603,-0.96038043,1,1,0.7679,High Risk,Upgrade to 2-year contract with 20% discount,76.8,Call,5.0,0.45,3,Treatment
0,0.0,0,0,-1.1552835,1,2,1,0,0,0,0,0,0,0,0,2,0.322,-0.8774264,0,1,0.7682,High Risk,Upgrade to 2-year contract with 20% discount,76.8,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.1145631,1,0,1,0,0,0,0,2,2,0,1,2,0.8853492,-0.8088646,1,1,0.7677,High Risk,Upgrade to 2-year contract with 20% discount,76.8,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.1552835,1,2,1,0,0,0,0,0,0,0,0,2,0.33695617,-0.86537397,1,1,0.7682,High Risk,Upgrade to 2-year contract with 20% discount,76.8,Call,5.0,0.45,4,Control
1,0.0,0,0,-0.992402,1,2,1,0,0,2,0,0,0,0,1,2,0.5480044,-0.7487351,1,1,0.7669,High Risk,Upgrade to 2-year contract with 20% discount,76.7,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-0.78880024,1,2,1,2,0,0,0,2,2,0,0,2,1.1828109,-0.40751535,1,1,0.7664,High Risk,Upgrade to 2-year contract with 20% discount,76.6,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.0738428,1,2,1,0,0,0,0,0,0,0,1,2,0.33695617,-0.80001295,1,1,0.7656,High Risk,Upgrade to 2-year contract with 20% discount,76.6,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2774446,0,0,1,0,0,0,0,0,0,0,1,2,0.2189686,-0.9759205,1,1,0.7646,High Risk,Upgrade to 2-year contract with 20% discount,76.5,Call,5.0,0.45,3,Treatment
0,0.0,0,0,-1.0331224,1,2,1,0,0,0,0,0,0,0,0,2,0.30205846,-0.7817136,1,1,0.7652,High Risk,Upgrade to 2-year contract with 20% discount,76.5,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,3,0.22561578,-0.9758322,1,1,0.7652,High Risk,Upgrade to 2-year contract with 20% discount,76.5,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,3,0.2189686,-0.9759205,1,1,0.7652,High Risk,Upgrade to 2-year contract with 20% discount,76.5,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.1960039,0,0,1,0,0,0,0,2,2,0,1,2,0.9052908,-0.8896333,0,1,0.7646,High Risk,Upgrade to 2-year contract with 20% discount,76.5,Call,5.0,0.45,3,Control
0,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,2,0,0,0,2,0.5280628,-0.9437808,1,1,0.763,High Risk,Upgrade to 2-year contract with 20% discount,76.3,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,2,0,0,1,2,0.51310664,-0.94294196,1,1,0.763,High Risk,Upgrade to 2-year contract with 20% discount,76.3,Call,5.0,0.45,4,Treatment
1,0.0,1,0,-0.5851984,1,2,1,2,0,0,0,2,2,0,1,2,1.1512367,-0.23794298,1,1,0.762,High Risk,Upgrade to 2-year contract with 20% discount,76.2,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2367243,1,0,1,0,0,2,0,0,2,0,0,2,0.7008897,-0.93356055,1,1,0.7621,High Risk,Upgrade to 2-year contract with 20% discount,76.2,Call,5.0,0.45,4,Treatment
1,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,2,2,0,1,2,0.84214246,-0.9676428,0,1,0.7617,High Risk,Upgrade to 2-year contract with 20% discount,76.2,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,2,2,0,0,2,0.8354953,-0.96773106,1,1,0.7617,High Risk,Upgrade to 2-year contract with 20% discount,76.2,Call,5.0,0.45,4,Treatment
1,0.0,1,0,-1.0331224,1,2,1,0,0,0,0,0,0,0,1,2,0.3352944,-0.7931921,0,1,0.7611,High Risk,Upgrade to 2-year contract with 20% discount,76.1,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-0.91096133,1,2,1,2,0,0,0,2,2,0,0,2,1.1229862,-0.56216574,1,1,0.7615,High Risk,Upgrade to 2-year contract with 20% discount,76.1,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,3,0.17908546,-0.9764503,1,1,0.7605,High Risk,Upgrade to 2-year contract with 20% discount,76.0,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,3,0.17908546,-0.9764503,1,1,0.7605,High Risk,Upgrade to 2-year contract with 20% discount,76.0,Call,5.0,0.45,4,Treatment
1,0.0,0,1,-1.0738428,1,0,1,0,0,2,0,2,2,0,0,3,0.9883806,-0.7533706,1,1,0.7598,High Risk,Upgrade to 2-year contract with 20% discount,76.0,Call,5.0,0.45,4,Treatment
0,0.0,1,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,3,0.18905625,-0.9763179,1,1,0.7605,High Risk,Upgrade to 2-year contract with 20% discount,76.0,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,3,0.19404164,-0.97625166,0,1,0.7605,High Risk,Upgrade to 2-year contract with 20% discount,76.0,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-0.992402,1,2,1,2,0,0,2,2,2,0,0,0,1.2825186,-0.6333543,1,1,0.7604,High Risk,Upgrade to 2-year contract with 20% discount,76.0,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2774446,1,1,0,0,0,0,0,0,2,0,0,2,-0.9592455,-0.991571,1,1,0.7587,High Risk,Upgrade to 2-year contract with 20% discount,75.9,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.1552835,1,2,1,0,2,0,2,0,2,0,1,2,0.95514464,-0.8475161,1,1,0.7576,High Risk,Upgrade to 2-year contract with 20% discount,75.8,Call,5.0,0.45,4,Treatment
1,0.0,1,1,-0.78880024,0,0,1,0,0,2,0,2,2,0,1,3,1.0598378,-0.49404538,1,1,0.7585,High Risk,Upgrade to 2-year contract with 20% discount,75.8,Call,5.0,0.45,3,Treatment
0,0.0,1,0,-0.66663915,1,2,1,0,2,0,0,2,2,0,1,2,1.1711782,-0.32985908,1,1,0.7577,High Risk,Upgrade to 2-year contract with 20% discount,75.8,Call,5.0,0.45,4,Treatment
1,0.0,1,0,-0.78880024,1,2,1,0,0,0,0,2,2,0,0,2,1.0133076,-0.4627886,1,1,0.7583,High Risk,Upgrade to 2-year contract with 20% discount,75.8,Call,5.0,0.45,4,Control
0,0.0,0,0,-1.0331224,1,2,1,0,0,0,0,0,0,0,1,2,0.33695617,-0.7685133,1,1,0.7583,High Risk,Upgrade to 2-year contract with 20% discount,75.8,Call,5.0,0.45,4,Control
1,0.0,0,0,-0.30015585,1,0,1,2,0,2,2,2,2,0,0,2,1.3539759,0.17841657,0,1,0.757,High Risk,Upgrade to 2-year contract with 20% discount,75.7,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2774446,1,1,0,2,0,0,0,0,0,0,0,3,-1.1653084,-0.9943082,1,1,0.7574,High Risk,Upgrade to 2-year contract with 20% discount,75.7,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-0.9516817,1,0,1,0,0,2,0,2,2,0,0,2,0.97342443,-0.6490931,0,1,0.7561,High Risk,Upgrade to 2-year contract with 20% discount,75.6,Call,5.0,0.45,4,Control
1,0.0,0,0,-0.992402,1,0,1,0,0,2,0,2,2,0,1,2,0.9950278,-0.68059266,1,1,0.7561,High Risk,Upgrade to 2-year contract with 20% discount,75.6,Call,5.0,0.45,4,Control
1,0.0,1,0,-1.1960039,1,1,0,0,0,0,0,0,2,0,0,2,-0.98417246,-0.9633825,1,1,0.7551,High Risk,Upgrade to 2-year contract with 20% discount,75.5,Call,5.0,0.45,4,Control
0,0.0,0,0,-1.1960039,1,1,0,0,0,0,0,2,0,0,1,1,-0.9825106,-0.9593209,1,1,0.7548,High Risk,Upgrade to 2-year contract with 20% discount,75.5,Call,5.0,0.45,4,Control
0,0.0,1,0,-1.1145631,1,2,1,0,0,0,0,0,0,0,0,2,0.3186764,-0.8596127,1,1,0.7554,High Risk,Upgrade to 2-year contract with 20% discount,75.5,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.1552835,1,0,1,0,0,0,0,0,2,0,1,2,0.47820893,-0.86736065,1,1,0.7542,High Risk,Upgrade to 2-year contract with 20% discount,75.4,Call,5.0,0.45,4,Treatment
1,0.0,0,1,-1.2774446,1,1,0,0,0,0,0,0,0,0,1,2,-1.3115464,-0.9962507,1,1,0.7538,High Risk,Upgrade to 2-year contract with 20% discount,75.4,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.1552835,0,0,1,0,0,0,0,2,0,0,1,2,0.47322354,-0.8735855,1,1,0.7542,High Risk,Upgrade to 2-year contract with 20% discount,75.4,Call,5.0,0.45,3,Treatment
1,0.0,1,1,-0.9516817,1,2,1,0,2,2,0,2,2,0,0,1,1.2575917,-0.61108166,0,1,0.7531,High Risk,Upgrade to 2-year contract with 20% discount,75.3,Call,5.0,0.45,4,Control
0,0.0,1,0,-1.2367243,1,2,1,0,0,2,0,0,0,0,1,2,0.47987074,-0.9311103,1,1,0.7527,High Risk,Upgrade to 2-year contract with 20% discount,75.3,Call,5.0,0.45,4,Treatment
0,0.0,0,1,-1.1552835,1,2,1,0,0,2,2,0,0,0,0,3,0.7424346,-0.8566768,1,1,0.7528,High Risk,Upgrade to 2-year contract with 20% discount,75.3,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2774446,1,0,1,0,2,0,0,0,0,0,0,1,0.3170146,-0.97461814,1,1,0.7525,High Risk,Upgrade to 2-year contract with 20% discount,75.2,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.1960039,1,0,1,0,0,2,0,2,0,0,0,2,0.7341257,-0.90987515,1,1,0.7516,High Risk,Upgrade to 2-year contract with 20% discount,75.2,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.17576188,-0.97649443,1,1,0.7522,High Risk,Upgrade to 2-year contract with 20% discount,75.2,Call,5.0,0.45,4,Control
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.17576188,-0.97649443,0,1,0.7522,High Risk,Upgrade to 2-year contract with 20% discount,75.2,Call,5.0,0.45,4,Treatment
1,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,0,2,0,0,2,0.5413572,-0.97163814,0,1,0.752,High Risk,Upgrade to 2-year contract with 20% discount,75.2,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,0,2,0,1,0,0.4981505,-0.93704826,1,1,0.7513,High Risk,Upgrade to 2-year contract with 20% discount,75.1,Call,5.0,0.45,4,Control
1,0.0,1,0,-1.2367243,1,0,1,0,0,2,0,2,2,0,1,1,1.0216166,-0.9272253,0,1,0.7501,High Risk,Upgrade to 2-year contract with 20% discount,75.0,Call,5.0,0.45,4,Control
1,0.0,0,0,-0.3815966,1,2,1,0,2,2,0,2,2,0,1,2,1.3838882,0.088994846,1,1,0.7496,High Risk,Upgrade to 2-year contract with 20% discount,75.0,Call,5.0,0.45,4,Control
0,0.0,0,0,-0.78880024,1,2,1,0,2,2,0,0,0,0,1,2,0.6543594,-0.54006964,1,1,0.7494,High Risk,Upgrade to 2-year contract with 20% discount,74.9,Call,5.0,0.45,4,Treatment
1,0.0,1,0,-1.0331224,1,2,1,0,0,0,0,0,0,0,1,2,0.35357416,-0.7720893,0,1,0.7486,High Risk,Upgrade to 2-year contract with 20% discount,74.9,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-0.34087622,1,2,1,0,0,0,0,2,2,0,0,2,0.9750862,0.018071122,0,1,0.7493,High Risk,Upgrade to 2-year contract with 20% discount,74.9,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-0.78880024,1,2,1,2,0,0,0,2,2,0,0,2,1.197767,-0.42992046,1,1,0.7494,High Risk,Upgrade to 2-year contract with 20% discount,74.9,Call,5.0,0.45,4,Treatment
1,0.0,1,0,-1.0331224,0,0,1,0,0,0,0,2,2,0,1,2,0.8222009,-0.70867074,1,1,0.7482,High Risk,Upgrade to 2-year contract with 20% discount,74.8,Call,5.0,0.45,3,Treatment
0,0.0,1,1,-1.0738428,1,2,1,0,0,0,2,0,0,0,1,2,0.5230774,-0.785422,1,1,0.747,High Risk,Upgrade to 2-year contract with 20% discount,74.7,Call,5.0,0.45,4,Treatment
0,0.0,1,0,-1.1960039,1,2,1,0,0,0,0,0,0,0,1,1,0.34526518,-0.9117294,1,1,0.747,High Risk,Upgrade to 2-year contract with 20% discount,74.7,Call,5.0,0.45,4,Treatment
1,0.0,0,0,0.35136998,1,2,1,0,0,2,0,2,2,0,1,2,1.1180007,0.8413867,1,1,0.7472,High Risk,Upgrade to 2-year contract with 20% discount,74.7,Call,5.0,0.45,4,Control
0,0.0,0,0,-1.2774446,1,0,1,0,0,2,0,0,0,0,1,0,0.29042587,-0.97497135,1,1,0.7468,High Risk,Upgrade to 2-year contract with 20% discount,74.7,Call,5.0,0.45,4,Treatment
1,0.0,1,0,0.35136998,1,2,1,0,0,2,0,2,2,0,1,2,1.1645311,0.8729746,1,1,0.7472,High Risk,Upgrade to 2-year contract with 20% discount,74.7,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.0331224,1,2,1,0,0,0,0,0,0,0,1,2,0.35191235,-0.75813854,0,1,0.7456,High Risk,Upgrade to 2-year contract with 20% discount,74.6,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2774446,0,0,0,0,0,0,0,0,0,0,1,0,-0.6534748,-0.98750937,1,1,0.7451,High Risk,Upgrade to 2-year contract with 20% discount,74.5,Call,5.0,0.45,3,Treatment
0,0.0,0,0,-1.2367243,1,2,1,0,2,0,0,0,2,0,1,2,0.8222009,-0.9361211,1,1,0.7446,High Risk,Upgrade to 2-year contract with 20% discount,74.5,Call,5.0,0.45,4,Control
1,0.0,0,0,-0.54447806,1,2,1,0,2,0,0,2,2,0,1,2,1.1695164,-0.1545916,1,1,0.7449,High Risk,Upgrade to 2-year contract with 20% discount,74.5,Call,5.0,0.45,4,Treatment
1,0.0,0,0,0.35136998,1,2,1,0,2,2,0,2,2,0,1,2,1.3273872,0.91142744,1,1,0.7443,High Risk,Upgrade to 2-year contract with 20% discount,74.4,Call,5.0,0.45,4,Control
0,0.0,0,0,-1.0331224,1,0,1,0,0,2,2,2,2,0,1,2,1.1844727,-0.6917621,0,1,0.7445,High Risk,Upgrade to 2-year contract with 20% discount,74.4,Call,5.0,0.45,4,Control
0,0.0,0,0,-1.1145631,1,0,1,0,0,2,0,2,0,0,0,3,0.6676538,-0.8239632,1,1,0.7444,High Risk,Upgrade to 2-year contract with 20% discount,74.4,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,0,2,0,0,2,0.51310664,-0.9274681,1,1,0.7426,High Risk,Upgrade to 2-year contract with 20% discount,74.3,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2367243,0,0,1,0,0,0,0,0,2,0,1,2,0.5380336,-0.93186086,1,1,0.7426,High Risk,Upgrade to 2-year contract with 20% discount,74.3,Call,5.0,0.45,3,Treatment
1,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,2,0,0,0,2,0.5147685,-0.94360423,1,1,0.7426,High Risk,Upgrade to 2-year contract with 20% discount,74.3,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.1552835,1,0,1,0,0,2,0,0,0,0,0,2,0.30372024,-0.88343054,1,1,0.7426,High Risk,Upgrade to 2-year contract with 20% discount,74.3,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-0.2594355,0,2,1,0,0,2,0,2,2,0,0,2,1.116339,0.1030339,1,1,0.7428,High Risk,Upgrade to 2-year contract with 20% discount,74.3,Call,5.0,0.45,3,Control
1,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,2,0,0,1,2,0.5047977,-0.93040395,0,1,0.7426,High Risk,Upgrade to 2-year contract with 20% discount,74.3,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,3,0.21065961,-0.9760309,0,1,0.7419,High Risk,Upgrade to 2-year contract with 20% discount,74.2,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,2,-0.7265939,-0.9884806,1,1,0.742,High Risk,Upgrade to 2-year contract with 20% discount,74.2,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-0.34087622,1,2,1,0,2,0,0,2,2,0,0,2,1.2127233,0.069856696,1,1,0.7423,High Risk,Upgrade to 2-year contract with 20% discount,74.2,Call,5.0,0.45,4,Control
0,0.0,0,0,-0.54447806,1,0,1,2,0,2,2,2,2,0,1,2,1.3905355,-0.15339962,1,1,0.7415,High Risk,Upgrade to 2-year contract with 20% discount,74.2,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-0.7073595,1,2,1,2,0,0,0,2,2,0,1,2,1.1612074,-0.3157317,0,1,0.7422,High Risk,Upgrade to 2-year contract with 20% discount,74.2,Call,5.0,0.45,4,Control
1,0.0,1,0,-1.2367243,1,0,1,0,0,0,2,2,2,0,1,2,0.9784098,-0.9334723,1,1,0.7416,High Risk,Upgrade to 2-year contract with 20% discount,74.2,Call,5.0,0.45,4,Control
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,3,0.21065961,-0.9760309,1,1,0.7419,High Risk,Upgrade to 2-year contract with 20% discount,74.2,Call,5.0,0.45,4,Treatment
1,0.0,0,1,-1.1960039,1,2,1,0,0,2,0,0,2,0,1,2,0.9003054,-0.89393777,1,1,0.7418,High Risk,Upgrade to 2-year contract with 20% discount,74.2,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.1960039,1,0,1,0,0,0,0,0,0,0,1,2,0.18407086,-0.9034516,1,1,0.7422,High Risk,Upgrade to 2-year contract with 20% discount,74.2,Call,5.0,0.45,4,Control
0,0.0,0,0,-0.7073595,1,2,1,0,2,0,0,2,2,0,0,2,1.1761637,-0.38272625,0,1,0.7409,High Risk,Upgrade to 2-year contract with 20% discount,74.1,Call,5.0,0.45,4,Treatment
1,0.0,1,1,-0.1372744,1,2,1,0,0,2,0,2,2,0,0,2,1.3024602,0.30147904,0,1,0.7413,High Risk,Upgrade to 2-year contract with 20% discount,74.1,Call,5.0,0.45,4,Control
0,0.0,1,0,-0.992402,1,2,1,0,0,0,0,0,2,0,1,1,0.67928636,-0.7304357,1,1,0.7407,High Risk,Upgrade to 2-year contract with 20% discount,74.1,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-0.91096133,1,0,1,2,2,2,2,2,2,0,1,2,1.5068612,-0.5468243,1,1,0.7395,High Risk,Upgrade to 2-year contract with 20% discount,74.0,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,3,0.19404164,-0.97625166,0,1,0.74,High Risk,Upgrade to 2-year contract with 20% discount,74.0,Call,5.0,0.45,4,Treatment
1,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,1,0.17243828,-0.9765386,0,1,0.7396,High Risk,Upgrade to 2-year contract with 20% discount,74.0,Call,5.0,0.45,4,Treatment
1,0.0,0,1,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,3,0.18905625,-0.9763179,1,1,0.74,High Risk,Upgrade to 2-year contract with 20% discount,74.0,Call,5.0,0.45,4,Treatment
1,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,3,0.19570343,-0.97622955,1,1,0.74,High Risk,Upgrade to 2-year contract with 20% discount,74.0,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2367243,1,0,1,0,0,2,0,0,0,0,0,2,0.36686853,-0.9364522,1,1,0.7398,High Risk,Upgrade to 2-year contract with 20% discount,74.0,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-1.2367243,1,1,0,0,0,0,0,0,0,0,1,2,-1.3198555,-0.9825427,1,1,0.7395,High Risk,Upgrade to 2-year contract with 20% discount,74.0,Call,5.0,0.45,4,Treatment
1,0.0,1,0,-0.1372744,1,2,1,0,0,2,0,2,2,0,0,2,1.1213244,0.31885126,1,1,0.7404,High Risk,Upgrade to 2-year contract with 20% discount,74.0,Call,5.0,0.45,4,Treatment
0,0.0,1,0,-1.1960039,1,2,1,0,0,0,0,2,2,0,1,2,1.001675,-0.88680786,0,1,0.74,High Risk,Upgrade to 2-year contract with 20% discount,74.0,Call,5.0,0.45,4,Control
1,0.0,0,0,-0.7073595,1,0,1,0,0,2,2,2,2,0,1,2,1.2160468,-0.32138264,1,1,0.7391,High Risk,Upgrade to 2-year contract with 20% discount,73.9,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.19071804,-0.97629577,1,1,0.7394,High Risk,Upgrade to 2-year contract with 20% discount,73.9,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2774446,1,0,1,0,2,0,0,2,0,0,0,2,0.649374,-0.97020334,1,1,0.7393,High Risk,Upgrade to 2-year contract with 20% discount,73.9,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.1552835,1,0,1,0,0,0,0,2,0,0,1,2,0.46823815,-0.8781548,1,1,0.7389,High Risk,Upgrade to 2-year contract with 20% discount,73.9,Call,5.0,0.45,4,Control
1,0.0,0,0,-1.1552835,1,0,1,0,0,0,0,2,2,0,0,2,0.78730315,-0.84378564,1,1,0.7376,High Risk,Upgrade to 2-year contract with 20% discount,73.8,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-0.992402,1,2,1,0,0,0,0,0,0,0,1,2,0.34858876,-0.75281876,0,1,0.738,High Risk,Upgrade to 2-year contract with 20% discount,73.8,Call,5.0,0.45,4,Treatment
1,0.0,0,0,-0.42231694,1,2,1,0,2,0,0,2,2,0,1,2,1.1927817,0.059172887,0,1,0.7376,High Risk,Upgrade to 2-year contract with 20% discount,73.8,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-0.992402,1,0,1,0,0,2,0,2,2,0,0,2,0.90861434,-0.68516195,1,1,0.7371,High Risk,Upgrade to 2-year contract with 20% discount,73.7,Call,5.0,0.45,4,Treatment
0,0.0,0,0,-1.2774446,1,0,1,0,2,0,0,0,0,0,1,2,0.3186764,-0.9745961,0,1,0.7369,High Risk,Upgrade to 2-year contract with 20% discount,73.7,Call,5.0,0.45,4,Treatment
